REF_DATE,GEO,Gender,Type of corporation,Industry,VALUE
2018,New Brunswick,Women,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Women,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Women,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Women,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Women,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Women,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Women,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Men,Total all corporations,Finance,3.0
2018,New Brunswick,Men,Total all corporations,Finance,2.0
2018,New Brunswick,Men,Total all corporations,Finance,1.0
2018,New Brunswick,Men,Total all corporations,Finance,1.0
2018,New Brunswick,Men,Total all corporations,Finance,0.0
2018,New Brunswick,Men,Total all corporations,Finance,1.0
2018,New Brunswick,Men,Total all corporations,Finance,1.0
2018,New Brunswick,Men,Total all corporations,Finance,0.0
2018,New Brunswick,Men,Total all corporations,Finance,1.0
2018,New Brunswick,Men,Total all corporations,Finance,0.0
2018,New Brunswick,Men,Total all corporations,Finance,0.0
2018,New Brunswick,Men,Total all corporations,Finance,0.0
2018,New Brunswick,Men,Total all corporations,Finance,2.0
2018,New Brunswick,Men,Total all corporations,Finance,1.0
2018,New Brunswick,Men,Total all corporations,Finance,0.0
2018,New Brunswick,Men,Total all corporations,Finance,1.0
2018,New Brunswick,Men,Total all corporations,Finance,0.0
2018,New Brunswick,Men,Total all corporations,Finance,0.0
2018,New Brunswick,Men,Total all corporations,Finance,0.0
2018,New Brunswick,Men,Total all corporations,Finance,0.0
2018,New Brunswick,Men,Total all corporations,Utilities,2.0
2018,New Brunswick,Men,Total all corporations,Utilities,5.0
2018,New Brunswick,Men,Total all corporations,Utilities,1.0
2018,New Brunswick,Men,Total all corporations,Utilities,4.0
2018,New Brunswick,Men,Total all corporations,Utilities,2.0
2018,New Brunswick,Men,Total all corporations,Utilities,5.0
2018,New Brunswick,Men,Total all corporations,Utilities,1.0
2018,New Brunswick,Men,Total all corporations,Utilities,4.0
2018,New Brunswick,Men,Total all corporations,Utilities,0.0
2018,New Brunswick,Men,Total all corporations,Utilities,0.0
2018,New Brunswick,Men,Total all corporations,Utilities,0.0
2018,New Brunswick,Men,Total all corporations,Utilities,0.0
2018,New Brunswick,Men,Total all corporations,Utilities,0.0
2018,New Brunswick,Men,Total all corporations,Utilities,0.0
2018,New Brunswick,Men,Total all corporations,Utilities,0.0
2018,New Brunswick,Men,Total all corporations,Utilities,0.0
2018,New Brunswick,Men,Total all corporations,Utilities,0.0
2018,New Brunswick,Men,Total all corporations,Utilities,0.0
2018,New Brunswick,Men,Total all corporations,Utilities,0.0
2018,New Brunswick,Men,Total all corporations,Utilities,0.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,44.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,31.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,1.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,30.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,12.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,9.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,0.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,9.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,10.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,8.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,1.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,7.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,7.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,0.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,0.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,0.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,15.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,14.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,0.0
2018,New Brunswick,Men,Total all corporations,Management of companies and enterprises,14.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,40.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,11.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,3.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,8.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,0.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,4.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,1.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,3.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,2.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,1.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,1.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,0.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,30.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,3.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,1.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,2.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,8.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,3.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,0.0
2018,New Brunswick,Men,Total all corporations,Distributive trade,3.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Energy,0.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,22.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,34.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,21.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,13.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,3.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,1.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,0.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,1.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,2.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,10.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,6.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,4.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,4.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,6.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,1.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,5.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,13.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,17.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,14.0
2018,New Brunswick,Men,Total all corporations,Manufacturing,3.0
2018,New Brunswick,Men,Total all corporations,Construction,8.0
2018,New Brunswick,Men,Total all corporations,Construction,13.0
2018,New Brunswick,Men,Total all corporations,Construction,6.0
2018,New Brunswick,Men,Total all corporations,Construction,7.0
2018,New Brunswick,Men,Total all corporations,Construction,0.0
2018,New Brunswick,Men,Total all corporations,Construction,8.0
2018,New Brunswick,Men,Total all corporations,Construction,4.0
2018,New Brunswick,Men,Total all corporations,Construction,4.0
2018,New Brunswick,Men,Total all corporations,Construction,6.0
2018,New Brunswick,Men,Total all corporations,Construction,4.0
2018,New Brunswick,Men,Total all corporations,Construction,1.0
2018,New Brunswick,Men,Total all corporations,Construction,3.0
2018,New Brunswick,Men,Total all corporations,Construction,2.0
2018,New Brunswick,Men,Total all corporations,Construction,1.0
2018,New Brunswick,Men,Total all corporations,Construction,1.0
2018,New Brunswick,Men,Total all corporations,Construction,0.0
2018,New Brunswick,Men,Total all corporations,Construction,0.0
2018,New Brunswick,Men,Total all corporations,Construction,0.0
2018,New Brunswick,Men,Total all corporations,Construction,0.0
2018,New Brunswick,Men,Total all corporations,Construction,0.0
2018,New Brunswick,Men,Total all corporations,Other industry,73.0
2018,New Brunswick,Men,Total all corporations,Other industry,68.0
2018,New Brunswick,Men,Total all corporations,Other industry,32.0
2018,New Brunswick,Men,Total all corporations,Other industry,36.0
2018,New Brunswick,Men,Total all corporations,Other industry,22.0
2018,New Brunswick,Men,Total all corporations,Other industry,13.0
2018,New Brunswick,Men,Total all corporations,Other industry,2.0
2018,New Brunswick,Men,Total all corporations,Other industry,11.0
2018,New Brunswick,Men,Total all corporations,Other industry,20.0
2018,New Brunswick,Men,Total all corporations,Other industry,19.0
2018,New Brunswick,Men,Total all corporations,Other industry,6.0
2018,New Brunswick,Men,Total all corporations,Other industry,13.0
2018,New Brunswick,Men,Total all corporations,Other industry,13.0
2018,New Brunswick,Men,Total all corporations,Other industry,4.0
2018,New Brunswick,Men,Total all corporations,Other industry,2.0
2018,New Brunswick,Men,Total all corporations,Other industry,2.0
2018,New Brunswick,Men,Total all corporations,Other industry,18.0
2018,New Brunswick,Men,Total all corporations,Other industry,32.0
2018,New Brunswick,Men,Total all corporations,Other industry,22.0
2018,New Brunswick,Men,Total all corporations,Other industry,10.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,2.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,6.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,6.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,2.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,6.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,6.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,0.0
2018,New Brunswick,Men,Total all corporations,Unclassified industry,0.0
2018,Quebec,Women,Total all corporations,Finance,230.0
2018,Quebec,Women,Total all corporations,Finance,326.0
2018,Quebec,Women,Total all corporations,Finance,51.0
2018,Quebec,Women,Total all corporations,Finance,275.0
2018,Quebec,Women,Total all corporations,Finance,49.0
2018,Quebec,Women,Total all corporations,Finance,67.0
2018,Quebec,Women,Total all corporations,Finance,9.0
2018,Quebec,Women,Total all corporations,Finance,58.0
2018,Quebec,Women,Total all corporations,Finance,27.0
2018,Quebec,Women,Total all corporations,Finance,70.0
2018,Quebec,Women,Total all corporations,Finance,8.0
2018,Quebec,Women,Total all corporations,Finance,62.0
2018,Quebec,Women,Total all corporations,Finance,47.0
2018,Quebec,Women,Total all corporations,Finance,82.0
2018,Quebec,Women,Total all corporations,Finance,6.0
2018,Quebec,Women,Total all corporations,Finance,76.0
2018,Quebec,Women,Total all corporations,Finance,107.0
2018,Quebec,Women,Total all corporations,Finance,107.0
2018,Quebec,Women,Total all corporations,Finance,28.0
2018,Quebec,Women,Total all corporations,Finance,79.0
2018,Quebec,Women,Total all corporations,Utilities,8.0
2018,Quebec,Women,Total all corporations,Utilities,7.0
2018,Quebec,Women,Total all corporations,Utilities,4.0
2018,Quebec,Women,Total all corporations,Utilities,3.0
2018,Quebec,Women,Total all corporations,Utilities,0.0
2018,Quebec,Women,Total all corporations,Utilities,5.0
2018,Quebec,Women,Total all corporations,Utilities,2.0
2018,Quebec,Women,Total all corporations,Utilities,3.0
2018,Quebec,Women,Total all corporations,Utilities,1.0
2018,Quebec,Women,Total all corporations,Utilities,2.0
2018,Quebec,Women,Total all corporations,Utilities,2.0
2018,Quebec,Women,Total all corporations,Utilities,0.0
2018,Quebec,Women,Total all corporations,Utilities,4.0
2018,Quebec,Women,Total all corporations,Utilities,0.0
2018,Quebec,Women,Total all corporations,Utilities,0.0
2018,Quebec,Women,Total all corporations,Utilities,0.0
2018,Quebec,Women,Total all corporations,Utilities,3.0
2018,Quebec,Women,Total all corporations,Utilities,0.0
2018,Quebec,Women,Total all corporations,Utilities,0.0
2018,Quebec,Women,Total all corporations,Utilities,0.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,130.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,139.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,29.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,110.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,14.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,28.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,5.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,23.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,18.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,33.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,4.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,29.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,44.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,36.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,12.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,24.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,54.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,42.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,8.0
2018,Quebec,Women,Total all corporations,Management of companies and enterprises,34.0
2018,Quebec,Women,Total all corporations,Distributive trade,54.0
2018,Quebec,Women,Total all corporations,Distributive trade,38.0
2018,Quebec,Women,Total all corporations,Distributive trade,17.0
2018,Quebec,Women,Total all corporations,Distributive trade,21.0
2018,Quebec,Women,Total all corporations,Distributive trade,3.0
2018,Quebec,Women,Total all corporations,Distributive trade,5.0
2018,Quebec,Women,Total all corporations,Distributive trade,0.0
2018,Quebec,Women,Total all corporations,Distributive trade,5.0
2018,Quebec,Women,Total all corporations,Distributive trade,2.0
2018,Quebec,Women,Total all corporations,Distributive trade,3.0
2018,Quebec,Women,Total all corporations,Distributive trade,1.0
2018,Quebec,Women,Total all corporations,Distributive trade,2.0
2018,Quebec,Women,Total all corporations,Distributive trade,9.0
2018,Quebec,Women,Total all corporations,Distributive trade,13.0
2018,Quebec,Women,Total all corporations,Distributive trade,5.0
2018,Quebec,Women,Total all corporations,Distributive trade,8.0
2018,Quebec,Women,Total all corporations,Distributive trade,40.0
2018,Quebec,Women,Total all corporations,Distributive trade,17.0
2018,Quebec,Women,Total all corporations,Distributive trade,11.0
2018,Quebec,Women,Total all corporations,Distributive trade,6.0
2018,Quebec,Women,Total all corporations,Energy,7.0
2018,Quebec,Women,Total all corporations,Energy,16.0
2018,Quebec,Women,Total all corporations,Energy,7.0
2018,Quebec,Women,Total all corporations,Energy,9.0
2018,Quebec,Women,Total all corporations,Energy,1.0
2018,Quebec,Women,Total all corporations,Energy,6.0
2018,Quebec,Women,Total all corporations,Energy,2.0
2018,Quebec,Women,Total all corporations,Energy,4.0
2018,Quebec,Women,Total all corporations,Energy,5.0
2018,Quebec,Women,Total all corporations,Energy,6.0
2018,Quebec,Women,Total all corporations,Energy,2.0
2018,Quebec,Women,Total all corporations,Energy,4.0
2018,Quebec,Women,Total all corporations,Energy,1.0
2018,Quebec,Women,Total all corporations,Energy,3.0
2018,Quebec,Women,Total all corporations,Energy,3.0
2018,Quebec,Women,Total all corporations,Energy,0.0
2018,Quebec,Women,Total all corporations,Energy,0.0
2018,Quebec,Women,Total all corporations,Energy,1.0
2018,Quebec,Women,Total all corporations,Energy,0.0
2018,Quebec,Women,Total all corporations,Energy,1.0
2018,Quebec,Women,Total all corporations,Manufacturing,24.0
2018,Quebec,Women,Total all corporations,Manufacturing,31.0
2018,Quebec,Women,Total all corporations,Manufacturing,8.0
2018,Quebec,Women,Total all corporations,Manufacturing,23.0
2018,Quebec,Women,Total all corporations,Manufacturing,2.0
2018,Quebec,Women,Total all corporations,Manufacturing,0.0
2018,Quebec,Women,Total all corporations,Manufacturing,0.0
2018,Quebec,Women,Total all corporations,Manufacturing,0.0
2018,Quebec,Women,Total all corporations,Manufacturing,2.0
2018,Quebec,Women,Total all corporations,Manufacturing,4.0
2018,Quebec,Women,Total all corporations,Manufacturing,0.0
2018,Quebec,Women,Total all corporations,Manufacturing,4.0
2018,Quebec,Women,Total all corporations,Manufacturing,3.0
2018,Quebec,Women,Total all corporations,Manufacturing,9.0
2018,Quebec,Women,Total all corporations,Manufacturing,2.0
2018,Quebec,Women,Total all corporations,Manufacturing,7.0
2018,Quebec,Women,Total all corporations,Manufacturing,17.0
2018,Quebec,Women,Total all corporations,Manufacturing,18.0
2018,Quebec,Women,Total all corporations,Manufacturing,6.0
2018,Quebec,Women,Total all corporations,Manufacturing,12.0
2018,Quebec,Women,Total all corporations,Construction,7.0
2018,Quebec,Women,Total all corporations,Construction,4.0
2018,Quebec,Women,Total all corporations,Construction,0.0
2018,Quebec,Women,Total all corporations,Construction,4.0
2018,Quebec,Women,Total all corporations,Construction,0.0
2018,Quebec,Women,Total all corporations,Construction,3.0
2018,Quebec,Women,Total all corporations,Construction,0.0
2018,Quebec,Women,Total all corporations,Construction,3.0
2018,Quebec,Women,Total all corporations,Construction,5.0
2018,Quebec,Women,Total all corporations,Construction,1.0
2018,Quebec,Women,Total all corporations,Construction,0.0
2018,Quebec,Women,Total all corporations,Construction,1.0
2018,Quebec,Women,Total all corporations,Construction,2.0
2018,Quebec,Women,Total all corporations,Construction,0.0
2018,Quebec,Women,Total all corporations,Construction,0.0
2018,Quebec,Women,Total all corporations,Construction,0.0
2018,Quebec,Women,Total all corporations,Construction,0.0
2018,Quebec,Women,Total all corporations,Construction,0.0
2018,Quebec,Women,Total all corporations,Construction,0.0
2018,Quebec,Women,Total all corporations,Construction,0.0
2018,Quebec,Women,Total all corporations,Other industry,225.0
2018,Quebec,Women,Total all corporations,Other industry,320.0
2018,Quebec,Women,Total all corporations,Other industry,65.0
2018,Quebec,Women,Total all corporations,Other industry,255.0
2018,Quebec,Women,Total all corporations,Other industry,78.0
2018,Quebec,Women,Total all corporations,Other industry,136.0
2018,Quebec,Women,Total all corporations,Other industry,24.0
2018,Quebec,Women,Total all corporations,Other industry,112.0
2018,Quebec,Women,Total all corporations,Other industry,70.0
2018,Quebec,Women,Total all corporations,Other industry,98.0
2018,Quebec,Women,Total all corporations,Other industry,7.0
2018,Quebec,Women,Total all corporations,Other industry,91.0
2018,Quebec,Women,Total all corporations,Other industry,33.0
2018,Quebec,Women,Total all corporations,Other industry,38.0
2018,Quebec,Women,Total all corporations,Other industry,13.0
2018,Quebec,Women,Total all corporations,Other industry,25.0
2018,Quebec,Women,Total all corporations,Other industry,44.0
2018,Quebec,Women,Total all corporations,Other industry,48.0
2018,Quebec,Women,Total all corporations,Other industry,21.0
2018,Quebec,Women,Total all corporations,Other industry,27.0
2018,Quebec,Women,Total all corporations,Unclassified industry,5.0
2018,Quebec,Women,Total all corporations,Unclassified industry,12.0
2018,Quebec,Women,Total all corporations,Unclassified industry,4.0
2018,Quebec,Women,Total all corporations,Unclassified industry,8.0
2018,Quebec,Women,Total all corporations,Unclassified industry,4.0
2018,Quebec,Women,Total all corporations,Unclassified industry,8.0
2018,Quebec,Women,Total all corporations,Unclassified industry,4.0
2018,Quebec,Women,Total all corporations,Unclassified industry,4.0
2018,Quebec,Women,Total all corporations,Unclassified industry,0.0
2018,Quebec,Women,Total all corporations,Unclassified industry,4.0
2018,Quebec,Women,Total all corporations,Unclassified industry,0.0
2018,Quebec,Women,Total all corporations,Unclassified industry,4.0
2018,Quebec,Women,Total all corporations,Unclassified industry,1.0
2018,Quebec,Women,Total all corporations,Unclassified industry,0.0
2018,Quebec,Women,Total all corporations,Unclassified industry,0.0
2018,Quebec,Women,Total all corporations,Unclassified industry,0.0
2018,Quebec,Women,Total all corporations,Unclassified industry,0.0
2018,Quebec,Women,Total all corporations,Unclassified industry,0.0
2018,Quebec,Women,Total all corporations,Unclassified industry,0.0
2018,Quebec,Women,Total all corporations,Unclassified industry,0.0
2018,Quebec,Men,Total all corporations,Finance,629.0
2018,Quebec,Men,Total all corporations,Finance,463.0
2018,Quebec,Men,Total all corporations,Finance,189.0
2018,Quebec,Men,Total all corporations,Finance,274.0
2018,Quebec,Men,Total all corporations,Finance,151.0
2018,Quebec,Men,Total all corporations,Finance,102.0
2018,Quebec,Men,Total all corporations,Finance,40.0
2018,Quebec,Men,Total all corporations,Finance,62.0
2018,Quebec,Men,Total all corporations,Finance,122.0
2018,Quebec,Men,Total all corporations,Finance,81.0
2018,Quebec,Men,Total all corporations,Finance,37.0
2018,Quebec,Men,Total all corporations,Finance,44.0
2018,Quebec,Men,Total all corporations,Finance,118.0
2018,Quebec,Men,Total all corporations,Finance,112.0
2018,Quebec,Men,Total all corporations,Finance,36.0
2018,Quebec,Men,Total all corporations,Finance,76.0
2018,Quebec,Men,Total all corporations,Finance,238.0
2018,Quebec,Men,Total all corporations,Finance,168.0
2018,Quebec,Men,Total all corporations,Finance,76.0
2018,Quebec,Men,Total all corporations,Finance,92.0
2018,Quebec,Men,Total all corporations,Utilities,17.0
2018,Quebec,Men,Total all corporations,Utilities,35.0
2018,Quebec,Men,Total all corporations,Utilities,21.0
2018,Quebec,Men,Total all corporations,Utilities,14.0
2018,Quebec,Men,Total all corporations,Utilities,3.0
2018,Quebec,Men,Total all corporations,Utilities,15.0
2018,Quebec,Men,Total all corporations,Utilities,9.0
2018,Quebec,Men,Total all corporations,Utilities,6.0
2018,Quebec,Men,Total all corporations,Utilities,1.0
2018,Quebec,Men,Total all corporations,Utilities,12.0
2018,Quebec,Men,Total all corporations,Utilities,6.0
2018,Quebec,Men,Total all corporations,Utilities,6.0
2018,Quebec,Men,Total all corporations,Utilities,5.0
2018,Quebec,Men,Total all corporations,Utilities,8.0
2018,Quebec,Men,Total all corporations,Utilities,6.0
2018,Quebec,Men,Total all corporations,Utilities,2.0
2018,Quebec,Men,Total all corporations,Utilities,8.0
2018,Quebec,Men,Total all corporations,Utilities,0.0
2018,Quebec,Men,Total all corporations,Utilities,0.0
2018,Quebec,Men,Total all corporations,Utilities,0.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,517.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,228.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,92.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,136.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,85.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,26.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,9.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,17.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,119.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,57.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,12.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,45.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,164.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,65.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,34.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,31.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,149.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,80.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,37.0
2018,Quebec,Men,Total all corporations,Management of companies and enterprises,43.0
2018,Quebec,Men,Total all corporations,Distributive trade,338.0
2018,Quebec,Men,Total all corporations,Distributive trade,91.0
2018,Quebec,Men,Total all corporations,Distributive trade,38.0
2018,Quebec,Men,Total all corporations,Distributive trade,53.0
2018,Quebec,Men,Total all corporations,Distributive trade,20.0
2018,Quebec,Men,Total all corporations,Distributive trade,8.0
2018,Quebec,Men,Total all corporations,Distributive trade,1.0
2018,Quebec,Men,Total all corporations,Distributive trade,7.0
2018,Quebec,Men,Total all corporations,Distributive trade,9.0
2018,Quebec,Men,Total all corporations,Distributive trade,12.0
2018,Quebec,Men,Total all corporations,Distributive trade,5.0
2018,Quebec,Men,Total all corporations,Distributive trade,7.0
2018,Quebec,Men,Total all corporations,Distributive trade,93.0
2018,Quebec,Men,Total all corporations,Distributive trade,24.0
2018,Quebec,Men,Total all corporations,Distributive trade,10.0
2018,Quebec,Men,Total all corporations,Distributive trade,14.0
2018,Quebec,Men,Total all corporations,Distributive trade,216.0
2018,Quebec,Men,Total all corporations,Distributive trade,47.0
2018,Quebec,Men,Total all corporations,Distributive trade,22.0
2018,Quebec,Men,Total all corporations,Distributive trade,25.0
2018,Quebec,Men,Total all corporations,Energy,33.0
2018,Quebec,Men,Total all corporations,Energy,22.0
2018,Quebec,Men,Total all corporations,Energy,15.0
2018,Quebec,Men,Total all corporations,Energy,7.0
2018,Quebec,Men,Total all corporations,Energy,4.0
2018,Quebec,Men,Total all corporations,Energy,8.0
2018,Quebec,Men,Total all corporations,Energy,5.0
2018,Quebec,Men,Total all corporations,Energy,3.0
2018,Quebec,Men,Total all corporations,Energy,14.0
2018,Quebec,Men,Total all corporations,Energy,6.0
2018,Quebec,Men,Total all corporations,Energy,4.0
2018,Quebec,Men,Total all corporations,Energy,2.0
2018,Quebec,Men,Total all corporations,Energy,6.0
2018,Quebec,Men,Total all corporations,Energy,5.0
2018,Quebec,Men,Total all corporations,Energy,4.0
2018,Quebec,Men,Total all corporations,Energy,1.0
2018,Quebec,Men,Total all corporations,Energy,9.0
2018,Quebec,Men,Total all corporations,Energy,3.0
2018,Quebec,Men,Total all corporations,Energy,2.0
2018,Quebec,Men,Total all corporations,Energy,1.0
2018,Quebec,Men,Total all corporations,Manufacturing,152.0
2018,Quebec,Men,Total all corporations,Manufacturing,128.0
2018,Quebec,Men,Total all corporations,Manufacturing,51.0
2018,Quebec,Men,Total all corporations,Manufacturing,77.0
2018,Quebec,Men,Total all corporations,Manufacturing,11.0
2018,Quebec,Men,Total all corporations,Manufacturing,3.0
2018,Quebec,Men,Total all corporations,Manufacturing,0.0
2018,Quebec,Men,Total all corporations,Manufacturing,3.0
2018,Quebec,Men,Total all corporations,Manufacturing,15.0
2018,Quebec,Men,Total all corporations,Manufacturing,12.0
2018,Quebec,Men,Total all corporations,Manufacturing,5.0
2018,Quebec,Men,Total all corporations,Manufacturing,7.0
2018,Quebec,Men,Total all corporations,Manufacturing,26.0
2018,Quebec,Men,Total all corporations,Manufacturing,38.0
2018,Quebec,Men,Total all corporations,Manufacturing,10.0
